title,exp_years,city,level,category,year
Sales Specialist (IT systems & Telecom Solutions),1,Giza,Entry Level,IT Category,2021
.Net Developer,1,Nasr City,Entry Level,Software Engneering,2021
Magento Developer - Mid & Senior Level,2,Alexandria,Experienced,Software Engneering,2021
Senior .NET Developer,4,Nasr City,Experienced,Software Engneering,2021
Group IT Director,8,Cairo,Manager,IT Category,2021
Senior Python Django Full Stack Developer,2,Maadi,Experienced,Software Engneering,2021
Java Developer,2,Heliopolis,Experienced,Software Engneering,2021
SharePoint Developer(Freelance Project),3,Cairo,Experienced,Software Engneering,2021
Front End Developer,3,Maadi,Experienced,Software Engneering,2021
Senior JavaScript Developer (Alexandria),5,Sidi Bishr,Experienced,Software Engneering,2021
Junior .Net Developer,1,Agouza,Entry Level,Software Engneering,2021
Front End Developer,2,Rehab City,Experienced,Software Engneering,2021
.NET Developer (.Net Web Applications),3,Cairo,Experienced,Software Engneering,2021
Software Tester - Alexandria,1,Smouha,Entry Level,Software Engneering,2021
Senior Java Developer,3,Nasr City,Experienced,Software Engneering,2021
Senior .Net Full Stack Developer,6,Maadi,Experienced,Software Engneering,2021
Senior Full Stack Java/ Angular Developer,5,Maadi,Experienced,Software Engneering,2021
IT Manager,10,Alexandria,Manager,IT Category,2021
Senior Full Stack Software Engineer,5,Cairo,Experienced,Software Engneering,2021
Laravel Full Stack Developer - Cairo,2,Nasr City,Experienced,Software Engneering,2021
Frontend Developer (Vue.Js),0,New Cairo,Entry Level,Software Engneering,2021
Python Developer - Pandas,3,New Cairo,Experienced,Software Engneering,2021
Junior Full Stack .Net Developer,1,Nasr City,Entry Level,Software Engneering,2021
RPA Developer,1,Cairo,Entry Level,Software Engneering,2021
Unity Game Developer (Remote),1,Cairo,Entry Level,Software Engneering,2021
Full Stack Developer- 6 Months Project,2,Cairo,Experienced,Software Engneering,2021
Senior Front-End Developer (React JS),3,New Cairo,Experienced,Software Engneering,2021
Technical Sales Associate / Business Developer,1,Alexandria,Entry Level,Software Engneering,2021
Full Stack Developer / Java & React- Cairo,6,New Cairo,Experienced,Software Engneering,2021
Junior Web Developer (Back-End) - Alexandria,0,San Stefano,Entry Level,Software Engneering,2021
Software Solution Specialist,2,Hurghada,Experienced,Software Engneering,2021
Shopify Front End Developer,1,Cairo,Entry Level,Software Engneering,2021
Senior Full Stack Java Developer,5,Maadi,Experienced,Software Engneering,2021
Nodejs Backend Developer & Background - Angular,1,Cairo,Entry Level,Software Engneering,2021
Software Testing Team Leader,7,Smart Village,Manager,Software Engneering,2021
Senior .NET Full Stack Developer (.NET Core &...,4,Sheikh Zayed,Experienced,Software Engneering,2021
Full Stack Developer - Based In KSA,3,Cairo,Experienced,Software Engneering,2021
Senior Full Stack Developer - Giza,3,Smart Village,Experienced,Software Engneering,2021
Senior Software Tester,2,6th Of October,Experienced,Software Engneering,2021
Senior Angular Developer,5,6th Of October,Experienced,Software Engneering,2021
Senior IT Specialist,5,Maadi,Experienced,IT Category,2021
Odoo Developer,2,New Cairo,Experienced,Software Engneering,2021
IT Specialist (Infor ERP),7,Giza,Experienced,IT Category,2021
Senior Full Stack & Angular Developer,2,Cairo,Experienced,Software Engneering,2021
RPA Developer,2,Cairo,Experienced,Software Engneering,2021
IT Infrastructure Section Head,8,Mohandessin,Manager,IT Category,2021
.Net Developer (C# & MVC),3,Sidi Gaber,Experienced,Software Engneering,2021
Network Engineer Level 2 (Global IT Company) -...,3,Cairo,Experienced,IT Category,2021
IT Specialist,1,Dokki,Entry Level,IT Category,2021
Software Tester - Remote,1,Cairo,Entry Level,Software Engneering,2021
Senior Java Developer,3,Sheraton,Experienced,Software Engneering,2021
Senior Back-End Developer - (Node js),2,Maadi,Experienced,Software Engneering,2021
Team Lead .Net Developer,3,Nasr City,Manager,Software Engneering,2021
Desktop Developer,5,Qalubia,Experienced,Software Engneering,2021
Software Tester - Remote,1,Cairo,Entry Level,Software Engneering,2021
Full Stack Web Developer (Spring boot & React js),5,New Cairo,Experienced,Software Engneering,2021
Web Developer,2,Maadi,Experienced,Software Engneering,2021
IT Specialist,4,Badr City,Experienced,IT Category,2021
Senior Front End Developer - React JS,3,Heliopolis,Experienced,Software Engneering,2021
Software Quality Control Engineer,2,New Cairo,Experienced,Software Engneering,2021
Full Stack Developer,1,Maadi,Entry Level,Software Engneering,2021
Software Quality Control Engineer,1,Alexandria,Entry Level,Software Engneering,2021
Senior PHP Developer Laravel - Cairo,2,Zamalek,Experienced,Software Engneering,2021
React JS Front-End Developer,2,Maadi,Experienced,Software Engneering,2021
IT Infrastructure Supervisor / Engineer,3,Cairo,Manager,IT Category,2021
PHP Developer,5,New Cairo,Experienced,Software Engneering,2021
Senior Flutter Developer,4,New Cairo,Experienced,Software Engneering,2021
.Net Developer - (.Net Core + WPF) [VA],3,New Cairo,Experienced,Software Engneering,2021
Front-End React Developer,3,New Cairo,Experienced,Software Engneering,2021
Senior Full Stack Python Developer,3,Maadi,Experienced,Software Engneering,2021
Senior Odoo Developer,2,New Cairo,Experienced,Software Engneering,2021
Java Spring Developer,2,New Nozha,Experienced,Software Engneering,2021
Back End Developer,1,Nasr City,Entry Level,Software Engneering,2021
Ruby On Rails Developer - Senior & Mid-Level,3,Alexandria,Experienced,Software Engneering,2021
Technical Implementation Engineer (Database...,3,Maadi,Experienced,Software Engneering,2021
Full Stack Web Developer Instructor,3,Giza,Experienced,Software Engneering,2021
Full Stack .NET/Angular Developer,3,Cairo,Experienced,Software Engneering,2021
Javascript Developer,2,Krakow,Experienced,Software Engneering,2021
Microsoft Dynamics 365 CRM Developer,5,Maadi,Experienced,Software Engneering,2021
Front-End Developer,3,Giza,Experienced,Software Engneering,2021
Android & IOS Developer Internship,27,New Cairo,Manager,Software Engneering,2021
Senior PHP Developer,3,Maadi,Experienced,Software Engneering,2021
MS Dynamics Senior Developer,7,Obour City,Experienced,Software Engneering,2021
IT Engineer - CRM,2,Giza,Experienced,IT Category,2021
Full Stack Developer,3,Cairo,Experienced,Software Engneering,2021
Senior .NET / Mobile Full Stack Developer,4,Nasr City,Experienced,Software Engneering,2021
Senior PHP/Magento Full Stack Developer,4,Nasr City,Experienced,Software Engneering,2021
Senior Database /BI Developer,2,Dokki,Experienced,Software Engneering,2021
IT Technical Presales Engineer,5,Cairo,Experienced,IT Category,2021
Flutter Developer,1,New Cairo,Entry Level,Software Engneering,2021
Java Development Team Leader,6,Nasr City,Manager,Software Engneering,2021
IT Specialist,1,6th Of October,Entry Level,IT Category,2021
OFSAA EPM Reports Developer,2,Cairo,Experienced,Software Engneering,2021
Senior Back End Developer (Laravel),3,Maadi,Experienced,Software Engneering,2021
Senior Full Stack Developer / .NET React,3,New Cairo,Experienced,Software Engneering,2021
Senior IT Support Specialist,3,Smart Village,Experienced,IT Category,2021
Flutter Developer,1,Alexandria,Entry Level,Software Engneering,2021
MS Dynamics AX Developer,0,10th Of Ramadan City,Entry Level,Software Engneering,2021
Android Developer,6,Dokki,Experienced,Software Engneering,2021
Mobile Developer - React Native,2,Maadi,Experienced,Software Engneering,2021
Senior Frontend Developer Angular,5,Cairo,Experienced,Software Engneering,2021
Senior Front End Developer - Jumia Pay,5,Cairo,Experienced,Software Engneering,2021
Senior React Native Mobile Developer/Team leader,3,Heliopolis,Experienced,Software Engneering,2021
Frontend Developer (Angular),3,Cairo,Experienced,Software Engneering,2021
Full Stack Developer,3,Cairo,Experienced,Software Engneering,2021
Sr. PHP Developer - Full Stack,4,Maadi,Experienced,Software Engneering,2021
Software Sales Specialist,2,Cairo,Experienced,Software Engneering,2021
Mid-Level PHP Developer (Laravel),2,Nasr City,Experienced,Software Engneering,2021
Software Quality Control Engineer,2,Maadi,Experienced,Software Engneering,2021
Golang Back End Developer,2,Toronto,Experienced,Software Engneering,2021
Senior Backend Developer,4,Cairo,Experienced,Software Engneering,2021
Back End Developer,3,Maadi,Experienced,Software Engneering,2021
Sharepoint Developer,2,Nasr City,Experienced,Software Engneering,2021
Software Project Manager,5,Maadi,Manager,Software Engneering,2021
Senior Full Stack Developer,3,Nasr City,Experienced,Software Engneering,2021
Back-End Web Application Developer,2,Maadi,Experienced,Software Engneering,2021
Senior Php Developer Laravel,4,Nasr City,Experienced,Software Engneering,2021
Incident Management Executive (Multinational IT)*,0,Cairo,Entry Level,IT Category,2021
Senior Full Stack Developer / .NET React - Remote,3,Cairo,Experienced,Software Engneering,2021
Senior .NET Developer,3,Nasr City,Experienced,Software Engneering,2021
Senior Front End Developer,4,New Nozha,Experienced,Software Engneering,2021
Senior Back-End Node.js Developer (API-L),4,New Cairo,Experienced,Software Engneering,2021
Senior Java Developer,4,Cairo,Experienced,Software Engneering,2021
IT Security Administrator,2,Hurghada,Experienced,IT Category,2021
Senior .NET Developer,2,Cairo,Experienced,Software Engneering,2021
Java Development Team Leader,5,Smart Village,Manager,Software Engneering,2021
Back End Developer,4,Maadi,Experienced,Software Engneering,2021
Back End Developer,3,Cairo,Experienced,Software Engneering,2021
Junior JavaScript Developer,1,Sidi Bishr,Entry Level,Software Engneering,2021
Senior PHP Developer - Laravel,3,Heliopolis,Experienced,Software Engneering,2021
Nodejs Backend Developer,0,Nasr City,Entry Level,Software Engneering,2021
Senior IOS Developer,3,Alexandria,Experienced,Software Engneering,2021
Senior ASP.NET Full Stack Developer,6,New Cairo,Experienced,Software Engneering,2021
Software Sales Executive,0,New Cairo,Entry Level,Software Engneering,2021
Senior Mern Stack Developer,3,Nasr City,Experienced,Software Engneering,2021
Front-End Developer - Angular,1,Cairo,Entry Level,Software Engneering,2021
Senior Front End Developer - React,5,Dokki,Experienced,Software Engneering,2021
Python Developer,2,Heliopolis,Experienced,Software Engneering,2021
Full Stack .Net/Angular Developer,3,Cairo,Experienced,Software Engneering,2021
Laravel/PHP Developer,3,Jeddah,Experienced,Software Engneering,2021
.NET Developer (Cairo),2,Heliopolis,Experienced,Software Engneering,2021
Senior Full Stack Developer - .Net Core Angular,4,Heliopolis,Experienced,Software Engneering,2021
Senior Frontend Developer - Angular,3,Nasr City,Experienced,Software Engneering,2021
Full Stack Developer,0,Cairo,Entry Level,Software Engneering,2021
Back End Developer - Node JS,0,Giza,Experienced,Software Engneering,2021
Web Development Team Leader -,8,Nasr City,Manager,Software Engneering,2021
Flutter Mobile Developer,2,Mansoura,Experienced,Software Engneering,2021
Senior Full-Stack Javascript Developer,5,Mohandessin,Experienced,Software Engneering,2021
Senior/Lead PHP Laravel Developer - Full Stack,10,New Cairo,Manager,Software Engneering,2021
Devops Developer,5,6th Of October,Experienced,Software Engneering,2021
Junior C++ Developer,0,Dokki,Entry Level,Software Engneering,2021
Full Stack .NET Developer (.Net Core + MVC),1,Heliopolis,Entry Level,Software Engneering,2021
Back End Developer - Node JS,3,Maadi,Experienced,Software Engneering,2021
Senior iOS Developer,8,Nasr City,Experienced,Software Engneering,2021
Software Project Manager,10,Nasr City,Manager,Software Engneering,2021
Web Developer,2,New Cairo,Experienced,Software Engneering,2021
Full Stack Developer,0,Sheraton,Entry Level,Software Engneering,2021
Ruby On Rails Developer,3,Budapest,Experienced,Software Engneering,2021
IT Infrastructure Supervisor,7,Mohandessin,Experienced,IT Category,2021
Senior Android Developer,4,New Cairo,Experienced,Software Engneering,2021
Front-End Developer - Internship,0,Dokki,Entry Level,Software Engneering,2021
Senior Sales Account Manager (IT Infrastructure),2,Nasr City,Experienced,IT Category,2021
Senior Software Tester,3,Nasr City,Experienced,Software Engneering,2021
Software Support Engineer,0,6th Of October,Entry Level,Software Engneering,2021
Front End Developer,1,Maadi,Entry Level,Software Engneering,2021
Wordpress Developer,3,Obour City,Experienced,Software Engneering,2021
Back-End Developer,3,Giza,Experienced,Software Engneering,2021
Senior .NET Developer,4,Cairo,Experienced,Software Engneering,2021
Senior iOS Developer,3,Maadi,Experienced,Software Engneering,2021
IT Intern,20,Nasr City,Manager,IT Category,2021
Senior Flutter Developer,3,New Cairo,Experienced,Software Engneering,2021
IT Specialist,3,New Cairo,Experienced,IT Category,2021
Senior .Net Developer,5,New Cairo,Experienced,Software Engneering,2021
Software Sales B2B,2,San Stefano,Experienced,Software Engneering,2021
Senior Front-End (React) Developer,3,Nasr City,Experienced,Software Engneering,2021
Full Stack Java Developer With React,5,New Cairo,Experienced,Software Engneering,2021
Back End Developer,2,Nasr City,Experienced,Software Engneering,2021
Unity Developer,1,Cairo,Entry Level,Software Engneering,2021
Node.js Back-End Developer - Mid & Senior Level,2,Alexandria,Experienced,Software Engneering,2021
Senior Python Developer - Platform Team,3,Sheraton,Experienced,Software Engneering,2021
Senior Mobile Developer (Android & IOS),3,Alexandria,Experienced,Software Engneering,2021
Business Development Specialist,1,Obour City,Entry Level,Software Engneering,2021
Senior Frontend Developer - React,3,Cairo,Experienced,Software Engneering,2021
Full Stack - PHP Laravel Developer,2,Maadi,Experienced,Software Engneering,2021
Mobile Developer - Flutter,2,Heliopolis,Experienced,Software Engneering,2021
Senior Mobile Developer,4,Heliopolis,Experienced,Software Engneering,2021
Odoo Developer,3,Abu Rawash,Experienced,Software Engneering,2021
UI/UX Developer,1,Heliopolis,Entry Level,Software Engneering,2021
