title,company_name,exp_years,location,city,level,time,category,year
Sr. Business Systems Analyst,SAED,7,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
ICDL Trainer,Success Academy,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
SAP SD Consultant,United Bio Med,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Project Manager,Aman,2,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Digital Marketing / Growth Specialist,AQARITO,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
E-Commerce Expert,Bocsha egypt,3,"Obour City, Cairo",Obour City,Experienced,Full Time,Software Engneering,2020
Chief Accountant,Chemitex Egypt for Trading & Agencies S.A.E.,5,"Smouha, Alexandria",Smouha,Manager,Full Time,Software Engneering,2020
Graphic Designer,Pinnacle Real Estate Investments and Development Management,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
IP Core Network Engineer,Silicon21,1,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
Network Engineer,Unknown,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Hub Manager,Leadintop,3,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Sales Representative (Cairo),Tradeline Stores,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Product Owner - Alexandria,Softxpert Incorporation,1,"Alexandria, Egypt",Alexandria,Entry Level,Full Time,Software Engneering,2020
Creative Graphic Design Intern,STEP,0,"New Cairo, Cairo",New Cairo,Entry Level,Internship,Software Engneering,2020
Content Writer,Unknown,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Financial Controller,Profolio Consulting,6,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Technical Writer,KnowledgeNet,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior MIS Officer - Data Analyst,Unknown,2,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Senior Sales Account Manager,HorizonTechs,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Call Center Representative - Assiut,Orange Egypt,0,"Assiut, Egypt",Assiut,Entry Level,Full Time,Software Engneering,2020
Senior Marketing Specialist,Unicharm,3,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Experienced,Full Time,Software Engneering,2020
Marketing Manager,ORA lines,5,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
Outdoor APIs Sales Representative...,IBE Pharma,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Academic Head,Hello Mommy Nursery & Preschool,2,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
HR Team Leader - Alexandria,Advanced Chemical Industries,5,"Smouha, Alexandria",Smouha,Manager,Full Time,Software Engneering,2020
Accounting Manager,Cecil Intelligent Childhood,8,"Obour City, Cairo",Obour City,Manager,Full Time,Software Engneering,2020
Finance Manager,Smart Group,5,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
Senior Network Security Engineer,ITS,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Security Engineer,ExaServe LLC,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Quality Control Engineer,Infinity Business Solutions,4,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Light Current Pre -Sales Engineer,Electro Mechanic for Energy (EME),1,"New Heliopolis, Cairo",New Heliopolis,Entry Level,Full Time,Software Engneering,2020
Network and Security Administrator - Damietta,MTS,3,"New Damietta, Damietta",New Damietta,Experienced,Full Time,Software Engneering,2020
Internal Auditor,Unknown,3,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
HR Specialist,AL-Matar,2,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
ETL Consultant,Smartera 3S,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Engineer / Telecom,Advanced Business Systems,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Odoo / ERP Functional Consultant,Hedab Alkhaleej,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Video Editor,eelu,3,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
ETL Consultant,Smartera 3S,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Web Designer (E-commerce),CNS Group,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Manager,MAKTech 3d,3,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Mechanical Design Engineer,Unknown,3,"Alsadat City, Monufya",Alsadat City,Experienced,Full Time,Software Engneering,2020
Tech Lead / Node - PHP,Breadfast,1,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Partnership Associate,Paymob Solutions,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Data Center Operations Analyst,ITS,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Site Engineer,Kandeel Group,5,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Account Manager,United,5,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Mechatronic Engineer,Greater Cairo Foundries Co. S.A.E,3,"Belbes, Sharqia",Belbes,Experienced,Full Time,Software Engneering,2020
Chief Financial Officer,Unknown,15,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Graphic Design Specialist,Premium Card,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Odoo / ERP Functional Consultant,Hedab Alkhaleej,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
UI/UX Designer,Eva Pharma,1,"Downtown, Cairo",Downtown,Entry Level,Full Time,Software Engneering,2020
Senior Pre Sales Engineer,SMARTTEL,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Data Science Team Lead,Artificial Intelligence and Data Mining (AIDM),8,"Jeddah, Saudi Arabia",Jeddah,Manager,Full Time,Software Engneering,2020
Technical Support Specialist - Bilingual German...,Concentrix,1,"6th Of October, Giza",6th Of October,Entry Level,Full Time,Software Engneering,2020
Senior Sales Account Manager,HorizonTechs,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior AX Functional Consultant,El Abd Group,3,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Marketing And Communication Manager,SAK Developments,5,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Tech Lead / Node - PHP,Breadfast,1,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Internal Control Officer,Ezdehar Management,10,"Obour City, Cairo",Obour City,Manager,Full Time,Software Engneering,2020
Senior Web Designer,CST Systems,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Tendering Engineer,Mimar Engineering Consultants Egypt,8,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Sales Executive,Unknown,2,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
Digital Channels Technical Expert,Gap Polymers,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Sales Executive - Online Sales,Quad Code,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Principal DevOps Engineer,QCENTRIS,6,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Manager - Real Estate,SAK Developments,10,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Telesales Agent,Saudi German Hospital,1,"New Nozha, Cairo",New Nozha,Entry Level,Full Time,Software Engneering,2020
Sales Representative,Unknown,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Representative - Alexandria,Unknown,2,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
Mechanical Engineer.,pharmaplast,0,"Ameria, Alexandria",Ameria,Entry Level,Full Time,Software Engneering,2020
Corporate Sales Specialist (B2B),Certifeka inc.,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Manual Quality Analyst,Cegedim,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Mechanical Design Engineer,Unknown,3,"Alsadat City, Monufya",Alsadat City,Experienced,Full Time,Software Engneering,2020
MIS Analyst,Raya Contact Center,1,"6th Of October, Giza",6th Of October,Entry Level,Full Time,Software Engneering,2020
Senior Compliance Officer,QNB ALAHLI Life Insurance,5,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
In-House Graphic Designer,Kabbany Construction Group,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
"Business Analyst ""Product Owner""",Objects,1,"Alexandria, Egypt",Alexandria,Entry Level,Full Time,Software Engneering,2020
Senior Sales Account Manager,eSky IT,4,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Tooling Design Section Head - Sharqia,Ahram Security Group,5,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
Tax Supervisor,SERA Mattress & Furniture,5,"Obour City, Cairo",Obour City,Manager,Full Time,Software Engneering,2020
UI/UX Designer,Eduapps,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Production Engineer,Unknown,1,"Khanka, Qalubia",Khanka,Entry Level,Full Time,Software Engneering,2020
System Engineer (Microsoft),Unknown,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Online Sales Specialist,Rich Home,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
"Product Manager - Monitors, Projectors, View...",Silicon21,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Sales Manager - Courier Company,Gallop Express,6,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Projects Engineer,Xceed,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Technical Support Agent,IST Networks,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Documents Management System Project Manager,Mantrac,6,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
Internal Auditor (Operations),Mobica,3,"Abu Rawash, Giza",Abu Rawash,Experienced,Full Time,Software Engneering,2020
Business Analyst / Technical Writer,EffVision,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Human Resources Manager,Domiatec Holding,10,"Obour City, Cairo",Obour City,Manager,Full Time,Software Engneering,2020
Java & Database Instructor,MICA,1,"Haram, Giza",Haram,Entry Level,Full Time,Software Engneering,2020
Online Sales Representative,Gila Electric,3,"Downtown, Cairo",Downtown,Experienced,Full Time,Software Engneering,2020
Fashion Designer,Hala Garments,2,"Agouza, Giza",Agouza,Experienced,Full Time,Software Engneering,2020
Senior GL Accountant,Royal Lab,8,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Sales Representative,evntoo,2,"Obour City, Cairo",Obour City,Experienced,Full Time,Software Engneering,2020
Financial Planning & Analysis Manager,Unknown,7,"Dokki, Giza",Dokki,Manager,Full Time,Software Engneering,2020
Business Analyst / Product Owner,3i Vision LTD.,4,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Tax Supervisor,SERA Mattress & Furniture,5,"Obour City, Cairo",Obour City,Manager,Full Time,Software Engneering,2020
Product Manager,Profolio Consulting,5,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Senior Application Support Engineer (AX),Sky Distribution,3,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
Senior Application Support Engineer (Sales Buzz),Sky Distribution,3,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
Website Designer (Ecommerce),Unknown,3,"Abdeen, Cairo",Abdeen,Experienced,Full Time And Part Time,Software Engneering,2020
SFE Specialist,Xeedia Pharmaceuticals,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Presales Engineer- Cisco,Silicon21,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Digital Marketing Manager,GCCS Ads,7,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Math Teacher - Tanta (British Section),Future British International School,2,"Tanta, Gharbia",Tanta,Experienced,Full Time,Software Engneering,2020
Executive Director,Unknown,5,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
Sales Manager (Agricultural ),Unknown,3,"Mohandessin, Giza",Mohandessin,Manager,Full Time,Software Engneering,2020
Senior Sales Engineer,Soulco,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Warehouses Manager (Construction),Major for Construction and Decoration,10,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Marketing Manager,Egyptian For Cosmetics,10,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
Customer Support Specialist,Unknown,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
QSIT - Sales Account Manager,Alkan CIT,3,"Cairo, Egypt",Cairo,Experienced,Full Time,IT Category,2020
Civil Engineer,El Abd Group,5,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Senior Odoo Implementer,Unicom Group,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Scrum Master / Project Manager,TensorGraph,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Subcontract Manager,Rowad Modern Engineering,15,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Accountant,Unknown,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Presales Engineer,H.Touch,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Furniture Design Manager,SMART Furniture,5,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
Junior AX Functional Consultant,El Abd Group,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Accountant - Furniture Manufacturing,Wood shed egypt,7,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Junior Application Support Specialist,PICO,1,"Zamalek, Cairo",Zamalek,Entry Level,Full Time,Software Engneering,2020
Voip Engineer,ExaServe LLC,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Oracle Applications Technical Consultant,Raya,2,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Experienced Oracle Applications Technical...,Raya,4,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Senior Oracle Applications Technical Consultant,Raya,6,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Solution Architect - BI & Data,Ghassan Ahmed Alsulaiman for Electronic Services,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Marketing Executive,EasyKash,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Design Engineer,MCV,1,"Obour City, Cairo",Obour City,Entry Level,Full Time,Software Engneering,2020
Sales Representative,Kazyon,1,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Senior Graphic Designer,Expolink,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Marketing Intern,STEP,0,"New Cairo, Cairo",New Cairo,Entry Level,Internship,Software Engneering,2020
Project Manager-Conservation & Adaptive Reuse...,Takween Integrated Community Development,15,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
HR Officer ( Alex Branch),Ibn Sina Pharma,1,"Alexandria, Egypt",Alexandria,Entry Level,Full Time,Software Engneering,2020
Senior Ax Technical Consultant,Quad Code,4,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Microsoft Dynamics AX Consultant,Allamna Integrated Solutions,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Marketing Specialist - Giza,MENA For Contracting & Trading,5,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
SAP SD Applications Specialist,Rashideen Egypt for Trade,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Sr. Estimation Engineer,Jozoor Landspaces,7,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Furniture prototyping engineer,DE.CI Cairo,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
HR Generalist,BlueCloud,3,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Graphic & UI Designer,Gardenia Pharmacies,3,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
